"time"	"cell.id"	"cell.center.x"	"cell.center.y"	"cell.surface"	"cell.volume"	"cell.length"
3724	1	245.7048236	253.0367171	170.6510139	1389	44.23655242
3725	1	245.7327586	253.1005747	171.9316969	1392	44.23560549
3726	1	245.6731461	252.9366451	169.6905016	1389	44.29866849
3727	1	246.1300287	253.4260057	168.4098186	1392	44.80963085
3728	1	246.4272401	253.7261649	169.3703308	1395	44.87456832
3729	1	246.7113031	253.4528438	167.9829242	1389	44.84679945
3730	1	247.0151515	253.2005772	165.8484525	1386	44.8631115
3731	1	247.4241553	253.0496046	168.9434365	1391	45.84770487
3732	1	247.5941092	252.8397989	169.583778	1392	46.00412275
3733	1	248.4061826	253.0747664	167.2358591	1391	47.06624765
3734	1	248.4830814	253.1706263	168.9434365	1389	47.60646626
3735	1	249.0445402	253.1451149	168.1963714	1392	47.86861471
3736	1	249.2773775	252.8170029	169.3703308	1388	47.88290608
3737	1	249.3206326	252.9698059	169.9039488	1391	47.88779608
3738	1	249.5158273	253.3726619	169.0501601	1390	47.83658296
3739	1	249.9848375	253.4267148	166.7022412	1385	48.02626012
3740	1	250.3414809	253.1150252	172.678762	1391	48.11896839
3741	1	250.8718503	253.1612671	168.7299893	1389	48.05727812
3742	1	251.0555155	253.0230714	168.6232657	1387	47.4392261
3743	1	251.5417266	252.7230216	173.959445	1390	47.08671016
3744	1	252.0237239	252.4529116	175.4535752	1391	46.39582922
3745	1	252.5035971	252.5273381	171.7182497	1390	46.12740216
3746	1	252.8216606	252.9429603	165.4215582	1385	46.91002987
3747	1	253.3530259	253.1102305	167.1291355	1388	47.33589314
3748	1	253.7276657	253.4610951	167.9829242	1388	48.00832023
3749	1	254.0540346	253.9582133	172.2518677	1388	47.64183284
3750	1	254.334767	254.1577061	170.6510139	1395	48.37158479
3751	1	254.5530846	253.9555237	168.1963714	1394	47.88380582
3752	1	254.9827089	254.4747839	171.1846318	1388	47.34982137
3753	1	255.599712	254.6810655	163.5005336	1389	46.92294704
3754	1	256.3992806	254.142446	169.583778	1390	47.02190099
3755	1	256.7646209	253.901083	170.6510139	1385	47.07155817
3756	1	257.4687275	253.8864127	168.7299893	1391	47.52503975
3757	1	257.9805195	254.5858586	167.6627535	1386	47.80536952
3758	1	258.6709863	254.6817855	172.4653148	1389	47.57497588
3759	1	258.7546763	254.6143885	171.8249733	1390	47.80266127
3760	1	258.7815429	254.9798125	171.5048026	1387	47.72700283
3761	1	259.1530172	255.0581897	171.5048026	1392	47.53759666
3762	1	259.6113506	254.8958333	163.927428	1392	47.74040984
3763	1	260.0071685	254.8394265	169.0501601	1395	47.58632036
3764	1	259.9584527	254.3474212	171.5048026	1396	48.14648099
3765	1	260.3318934	254.3030958	169.7972252	1389	47.42926225
3766	1	260.7151079	254.0913669	171.398079	1390	47.94095214
3767	1	261.0911047	254.1104735	171.7182497	1394	47.67447568
3768	1	261.6377331	254.2840746	171.0779082	1394	47.78428108
3769	1	261.9200864	254.5197984	168.1963714	1389	47.98512826
3770	1	262.3311828	254.7297491	173.5325507	1395	48.37293891
3771	1	262.9878049	254.9497848	172.3585912	1394	48.53418828
3772	1	263.4390771	254.5457823	165.208111	1387	49.40827219
3773	1	263.907781	254.5216138	169.1568837	1388	49.47375625
3774	1	264.1850789	254.527977	168.4098186	1394	49.82954626
3775	1	264.9131994	254.8407461	169.0501601	1394	49.73426155
3776	1	265.0670512	254.8723864	170.9711846	1387	48.6332893
3777	1	265.6618705	254.6417266	172.3585912	1390	48.36945458
3778	1	266.1272466	255.0071891	169.2636073	1391	48.85152243
3779	1	266.4816679	255.1437815	173.4258271	1391	49.35418655
3780	1	267.0028818	255.0100865	171.2913554	1388	48.82880832
3781	1	267.8214543	254.8509719	172.3585912	1389	49.21389234
3782	1	267.9065421	255.2724659	170.7577375	1391	48.94405101
3783	1	267.8937545	255	173.2123799	1393	48.90914669
3784	1	268.0301941	255.0553559	171.2913554	1391	48.77039288
3785	1	267.9221341	255.1312185	170.864461	1387	49.18630254
3786	1	268.4173851	254.7104885	171.2913554	1392	48.88349869
3787	1	268.8465418	254.54683	167.6627535	1388	49.0357123
3788	1	269.1558442	254.6219336	170.7577375	1386	48.56272628
3789	1	269.5183585	254.9200864	167.9829242	1389	48.82294712
3790	1	270.480315	254.8303508	164.8879402	1397	49.58663056
3791	1	270.8501792	254.6767025	170.2241195	1395	50.10625806
3792	1	271.4276458	254.5406767	168.303095	1389	51.54701594
3793	1	271.399278	254.9487365	171.8249733	1385	52.5818444
3794	1	271.5316092	255.1027299	170.864461	1392	51.92360277
3795	1	271.9748563	254.7492816	171.8249733	1392	52.17560734
3796	1	272.201294	254.9079799	170.7577375	1391	52.98103034
3797	1	272.2999279	255.2011536	168.9434365	1387	52.59042407
3798	1	272.2058824	255.0588235	172.0384205	1394	53.18934937
3799	1	272.2426206	255.3686105	170.0106724	1389	53.77768847
3800	1	272.4169662	255.3695183	173.1056564	1391	54.95797689
3801	1	272.3615495	255.8472023	170.5442903	1394	54.66129896
3802	1	273.0309353	255.6978417	171.9316969	1390	54.63130674
3803	1	273.3106657	255.4495347	169.3703308	1397	54.6599971
3804	1	273.4495677	255.4841499	170.5442903	1388	53.85247252
3805	1	274.0401434	255.4845878	170.0106724	1395	54.6603409
3806	1	274.2684853	255.7508973	173.2123799	1393	54.46069699
3807	1	274.5068198	255.5865039	166.488794	1393	53.43127467
3808	1	274.8579627	255.5229555	171.0779082	1394	53.27604004
3809	1	275.3568854	255.7080029	170.1173959	1387	53.28187143
3810	1	275.6915888	255.1222142	168.4098186	1391	53.43867969
3811	1	275.8351332	255.2735781	170.4375667	1389	53.67531981
3812	1	275.8932949	255.4470079	167.4493063	1387	52.66984063
3813	1	276.2965616	255.6346705	168.8367129	1396	51.39397625
3814	1	276.3206052	255.7572046	172.3585912	1388	50.98962113
3815	1	276.9088953	256.1649928	172.2518677	1394	51.53286446
3816	1	277.3663793	256.2909483	171.6115261	1392	51.65987105
3817	1	277.9726815	256.5693746	170.864461	1391	51.02652219
3818	1	278.3736501	256.2901368	173.4258271	1389	50.57391286
3819	1	278.7026638	256.4262059	169.6905016	1389	50.81671706
3820	1	279.3132184	256.6997126	170.5442903	1392	50.21258328
3821	1	279.5310245	256.527417	169.4770544	1386	50.72371795
3822	1	279.9130747	256.6400862	168.6232657	1392	51.37009688
3823	1	280.1714697	257.3883285	170.1173959	1388	52.13616897
3824	1	280.2901368	257.4953204	172.8922092	1389	52.13783685
3825	1	280.2379583	257.542775	168.1963714	1391	52.15008687
3826	1	280.6087581	258.3991385	174.3863394	1393	53.05591735
3827	1	280.8069164	258.610951	167.6627535	1388	52.55606311
3828	1	281.175705	259.1438901	168.6232657	1383	52.642835
3829	1	281.1714491	260.0107604	173.4258271	1394	53.6926348
3830	1	281.2063492	260.461039	167.6627535	1386	52.77835232
3831	1	281.2873563	260.9403736	164.8879402	1392	53.65609111
3832	1	281.3196544	261.0611951	170.4375667	1389	53.8915698
3833	1	281.7713875	261.0488857	170.4375667	1391	53.4186075
3834	1	281.8956084	261.8344132	169.4770544	1389	53.6408409
3835	1	281.6714491	262.4146341	171.9316969	1394	54.32408957
3836	1	281.7631012	262.4486719	170.2241195	1393	54.08761935
3837	1	281.7066858	262.4859813	170.4375667	1391	54.3459675
3838	1	281.7694524	262.5259366	171.2913554	1388	55.12662591
3839	1	282.0209235	262.8600289	171.1846318	1386	55.2223663
3840	1	282.1167622	263.3724928	172.3585912	1396	56.47061322
3841	1	281.8439971	263.6736161	171.7182497	1391	56.55830161
3842	1	281.9360632	263.4454023	172.1451441	1392	56.60019661
3843	1	281.8566308	264.1189964	175.0266809	1395	56.8928566
3844	1	281.9112554	264.1818182	170.7577375	1386	57.88779139
3845	1	282.0634463	264.5883201	172.4653148	1387	57.7449892
3846	1	282.0287563	264.7102804	173.3191035	1391	57.32212509
3847	1	281.7816092	265.0502874	173.4258271	1392	56.9263394
3848	1	281.7262248	265.6563401	171.0779082	1388	56.76870827
3849	1	281.6491354	266.5878963	170.6510139	1388	56.57872407
3850	1	281.6664275	266.8608321	173.1056564	1394	57.47354204
3851	1	281.6700288	267.3011527	170.0106724	1388	56.94271668
3852	1	281.9511494	267.6645115	169.583778	1392	57.22129168
3853	1	281.8709445	268.223504	169.4770544	1387	56.51950936
3854	1	282.2160804	268.5003589	168.4098186	1393	57.36982518
3855	1	281.9992811	268.5930985	171.5048026	1391	57.81114982
3856	1	281.9437635	268.7332372	166.7022412	1387	56.53819427
3857	1	281.9524838	268.2411807	171.398079	1389	56.63091448
3858	1	281.8979885	268.6321839	169.583778	1392	56.82056097
3859	1	282.0994236	269.110951	169.9039488	1388	57.52542665
3860	1	282.1230216	269.4115108	170.6510139	1390	56.2357448
3861	1	281.9251799	269.7827338	171.1846318	1390	55.4551118
3862	1	282.0724534	270.2202296	167.4493063	1394	55.49648095
3863	1	281.765343	270.533574	166.1686233	1385	55.26817129
3864	1	281.6611272	270.7991329	165.9551761	1384	56.14518494
3865	1	281.9099424	270.8595101	168.7299893	1388	56.12983482
3866	1	282.0532374	271.6661871	172.678762	1390	56.49417109
3867	1	282.091888	272.126346	167.5560299	1393	57.31591213
3868	1	281.9992826	272.5918221	171.5048026	1394	57.35972535
3869	1	281.9155235	272.9595668	166.7022412	1385	57.37281964
3870	1	281.7580761	273.2455133	176.3073639	1393	58.12913564
3871	1	281.9676956	273.954056	171.8249733	1393	57.5670744
3872	1	281.9267241	274.2270115	169.3703308	1392	56.89410599
3873	1	281.9698059	274.465133	167.2358591	1391	56.8496668
3874	1	281.9576149	274.9454023	170.3308431	1392	55.33090114
3875	1	281.6597122	275.4863309	171.7182497	1390	54.89098909
3876	1	281.5086207	275.9626437	170.3308431	1392	54.15093715
3877	1	281.5614666	276.5859094	172.7854856	1391	54.0629991
3878	1	281.5115108	276.6676259	172.0384205	1390	53.98335408
3879	1	281.7739381	277.1411087	170.5442903	1389	54.67319624
3880	1	281.5455197	278.134767	172.3585912	1395	54.63456145
3881	1	281.3638329	278.7701729	169.583778	1388	54.65571936
3882	1	281.4442847	279.1897915	171.1846318	1391	54.50402804
3883	1	281.232926	279.0575126	168.8367129	1391	54.1017975
3884	1	281.3676259	279.7431655	168.9434365	1390	54.7770005
3885	1	281.1719198	280.3989971	168.6232657	1396	53.84176215
3886	1	281.2759366	281.3731988	168.0896478	1388	53.22442595
3887	1	281.4168467	281.8855292	168.4098186	1389	54.50531675
3888	1	281.4227175	282.1574407	171.6115261	1391	54.43803157
